System Epoch,Device,Category,E4 Epoch,Value
1666698770196,E4,Bvp,1666698770.12648,15.86069
1666698770197,E4,Bvp,1666698770.1421,15.65655
1666698770200,E4,Bvp,1666698770.17335,13.35205
E4,Bvp,1666698770.18898,11.40827
E4,Bvp,1666698770.20461,9.137604
E4,Bvp,1666698770.22023,6.642113
E4,Bvp,1666698770.23586,3.987549
E4,Bvp,1666698770.25148,1.258461
E4,Bvp,1666698770.26711,-1.399223
E4,Bvp,1666698770.28273,-3.857704
1666698770353,E4,Bvp,1666698770.29836,-6.093933
1666698770356,E4,Bvp,1666698770.32961,-10.62772
E4,Bvp,1666698770.34524,-13.45831
E4,Bvp,1666698770.36086,-16.82279
E4,Bvp,1666698770.37649,-20.54258
E4,Bvp,1666698770.39211,-24.23219
E4,Bvp,1666698770.40774,-27.43725
E4,Bvp,1666698770.42337,-29.88345
E4,Bvp,1666698770.43899,-31.5829
E4,Bvp,1666698770.45462,-32.83693
1666698770533,E4,Bvp,1666698770.47024,-34.1281
1666698770536,E4,Bvp,1666698770.48587,-35.99342
E4,Bvp,1666698770.50149,-38.83822
E4,Bvp,1666698770.51712,-42.82862
E4,Bvp,1666698770.53275,-47.74328
E4,Bvp,1666698770.54837,-52.87148
E4,Bvp,1666698770.564,-57.03777
E4,Bvp,1666698770.57962,-58.78488
E4,Bvp,1666698770.59525,-56.74709
E4,Bvp,1666698770.61087,-50.13649
E4,Bvp,1666698770.6265,-39.10529
1666698770714,E4,Bvp,1666698770.64213,-24.76896
1666698770716,E4,Bvp,1666698770.65775,-8.932781
E4,Bvp,1666698770.67338,6.444611
E4,Bvp,1666698770.689,19.77987
E4,Bvp,1666698770.70463,30.15933
E4,Bvp,1666698770.72025,37.34124
E4,Bvp,1666698770.73588,41.56023
E4,Bvp,1666698770.75151,43.26617
1666698770719,E4,Bvp,1666698770.76713,42.90657
E4,Bvp,1666698770.78276,40.89898
E4,Bvp,1666698770.79838,37.63771
1666698770871,E4,Bvp,1666698770.81401,33.53012
1666698770873,E4,Bvp,1666698770.82963,29.04034
E4,Bvp,1666698770.84526,24.66298
E4,Bvp,1666698770.86089,20.85876
E4,Bvp,1666698770.87651,18.00176
E4,Bvp,1666698770.89214,16.30353
E4,Bvp,1666698770.90776,15.81125
E4,Bvp,1666698770.92339,16.41346
E4,Bvp,1666698770.93901,17.88799
E4,Bvp,1666698770.95464,19.96356
E4,Bvp,1666698770.97027,22.34909
1666698771051,E4,Bvp,1666698770.98589,24.71526
1666698771053,E4,Bvp,1666698771.00152,26.71836
E4,Bvp,1666698771.01714,27.95631
E4,Bvp,1666698771.03277,28.07854
E4,Bvp,1666698771.04839,26.87347
E4,Bvp,1666698771.06402,24.35039
E4,Bvp,1666698771.07965,20.80034
E4,Bvp,1666698771.09527,16.67842
E4,Bvp,1666698771.1109,12.49687
E4,Bvp,1666698771.12652,8.628721
E4,Bvp,1666698771.14215,5.274004
1666698771118,E4,Gsr,1666698769.912,0.7931243
1666698771118,E4,Gsr,1666698770.162,0.7995286
E4,Gsr,1666698770.412,0.8020903
E4,Gsr,1666698770.662,0.8072138
