Timestamp,EDA
1666157355.6964643,1.3085249662399292
1666157355.6964643,1.3085249662399292
1666157355.6964643,1.319977045059204
1666157355.7013,1.3299609422683716
1666157355.9188266,1.3389259576797485
1666157355.9188266,1.3389259576797485
1666157355.9188266,1.3472260236740112
1666157355.9521863,1.3535000085830688
1666157355.9521863,1.3535000085830688
1666157355.9521863,1.3588299751281738
1666157356.1504,1.3640029430389404
1666157356.1529286,1.3683300018310547
1666157356.1529286,1.3683300018310547
1666157356.1529286,1.3706380128860474
1666157356.303387,1.3717290163040161
1666157356.3063862,1.3718639612197876
1666157356.3063862,1.3718639612197876
1666157356.3063862,1.3722050189971924
1666157356.5005412,1.37322998046875
1666157356.5018482,1.3747329711914062
1666157356.5018482,1.3747329711914062
1666157356.5018482,1.3743250370025635
1666157356.7012455,1.3728870153427124
1666157356.7026796,1.3709789514541626
1666157356.7026796,1.3709789514541626
1666157356.7026796,1.3694169521331787
1666157356.9011567,1.3667700290679932
1666157356.9335928,1.364137053489685
1666157356.9335928,1.364137053489685
1666157356.9335928,1.3621820211410522
1666157357.0341024,1.3609089851379395
1666157357.0341024,1.3609089851379395
1666157357.0341024,1.3595679998397827
1666157357.1336293,1.3583630323410034
1666157357.3009214,1.3573600053787231
1666157357.3009214,1.3573600053787231
1666157357.3009214,1.3568940162658691
1666157357.3334608,1.3568259477615356
1666157357.5857487,1.3567620515823364
1666157357.5857487,1.3567620515823364
1666157357.5857487,1.3565609455108643
1666157357.617043,1.3570950031280518
1666157357.6513586,1.3568940162658691
1666157357.6513586,1.3568940162658691
1666157357.6513586,1.3558269739151
1666157357.7517865,1.3546960353851318
1666157358.0472376,1.3539680242538452
1666157358.0472376,1.3539680242538452
1666157358.0472376,1.352705955505371
1666157358.0557258,1.351317048072815
1666157358.1690264,1.3486759662628174
1666157358.1690264,1.3486759662628174
1666157358.1690264,1.3478180170059204
1666157358.2678952,1.3465039730072021
1666157358.670986,1.3455179929733276
1666157358.670986,1.3455179929733276
1666157358.670986,1.3453880548477173
1666157358.6766074,1.3455179929733276
1666157358.6821694,1.3449280261993408
1666157358.6821694,1.3449280261993408
1666157358.6821694,1.3440120220184326
1666157358.7347906,1.343358039855957
1666157358.8025472,1.343945026397705
1666157358.8025472,1.343945026397705
1666157358.8025472,1.3453229665756226
1666157359.135064,1.3469630479812622
1666157359.138731,1.3487399816513062
1666157359.138731,1.3487399816513062
1666157359.138731,1.3507870435714722
1666157359.169687,1.35343599319458
1666157359.169687,1.35343599319458
1666157359.169687,1.3560279607772827
1666157359.308145,1.357828974723816
1666157359.3111355,1.359233021736145
1666157359.3111355,1.359233021736145
1666157359.3111355,1.3606410026550293
1666157359.6357179,1.3617819547653198
1666157359.6395733,1.3627209663391113
1666157359.6395733,1.3627209663391113
1666157359.6395733,1.3638659715652466
1666157359.9333975,1.3649450540542603
1666157359.9371219,1.3646080493927002
1666157359.9371219,1.3646080493927002
1666157359.9371219,1.359300971031189
1666157359.9371219,1.3646080493927002
1666157359.9371219,1.359300971031189
1666157359.9371219,1.3563610315322876
1666157359.945574,1.3556289672851562
1666157360.0853465,1.348541021347046
1666157360.2847009,1.3465670347213745
1666157360.2847009,1.3465670347213745
1666157360.2847009,1.3447329998016357
1666157360.289521,1.3425090312957764
1666157360.557185,1.341596007347107
1666157360.557185,1.341596007347107
1666157360.557185,1.345978021621704
1666157360.8015704,1.3523730039596558
1666157360.805162,1.3605740070343018
1666157360.805162,1.3605740070343018
1666157360.805162,1.370231032371521
1666157360.811977,1.3800950050354004
1666157360.811977,1.3800950050354004
1666157360.811977,1.3913639783859253
1666157360.8182564,1.40346097946167
1666157361.1429963,1.4125109910964966
1666157361.1429963,1.4125109910964966
1666157361.1429963,1.419482946395874
1666157361.2032673,1.437741994857788
1666157361.2032673,1.437741994857788
1666157361.2032673,1.445044994354248
1666157361.2140808,1.4528759717941284
1666157361.4353766,1.4608759880065918
1666157361.4353766,1.4608759880065918
1666157361.4353766,1.4706029891967773
1666157361.4434369,1.4789530038833618
1666157361.6347134,1.486199975013733
1666157361.6347134,1.486199975013733
1666157361.6347134,1.489166021347046
1666157361.7790976,1.4931139945983887
1666157361.7790976,1.4931139945983887
1666157361.7790976,1.4969990253448486
1666157361.7872996,1.4956220388412476
1666157361.8695362,1.4928719997406006
1666157361.8695362,1.4928719997406006
1666157361.8695362,1.4899710416793823
1666157362.1013775,1.4870020151138306
1666157362.1060905,1.4848430156707764
1666157362.1060905,1.4848430156707764
1666157362.1060905,1.4826079607009888
1666157362.2351894,1.478322982788086
1666157362.2387967,1.4748460054397583
1666157362.2387967,1.4748460054397583
1666157362.2387967,1.4716229438781738
1666157362.4221601,1.4681789875030518
1666157362.6527255,1.4650620222091675
1666157362.6527255,1.4650620222091675
1666157362.6527255,1.469038963317871
1666157362.6581576,1.472957968711853
1666157362.6581576,1.472957968711853
1666157362.6581576,1.4673969745635986
1666157363.016784,1.4551739692687988
1666157363.016784,1.4551739692687988
1666157363.016784,1.4515049457550049
1666157363.0239005,1.448531985282898
1666157363.037884,1.4471650123596191
1666157363.037884,1.4471650123596191
1666157363.037884,1.4480769634246826
1666157363.0678167,1.4511979818344116
1666157363.1688318,1.4550219774246216
1666157363.1688318,1.4550219774246216
1666157363.1688318,1.4594850540161133
1666157363.2683861,1.4643629789352417
1666157363.46819,1.4707590341567993
1666157363.46819,1.4707590341567993
