Timestamp,EDA
1667364891.818098,1000.0
1667364891.8694875,1000.0
1667364891.8694875,1000.0
1667364891.8694875,1000.0
1667364891.9662294,1000.0
1667364892.0809143,1000.0
1667364892.0809143,1000.0
1667364892.0809143,1000.0
1667364892.1976013,1000.0
1667364892.2973375,1000.0
1667364892.2973375,1000.0
1667364892.2973375,1000.0
1667364892.3980649,1000.0
1667364892.3980649,1000.0
1667364892.3980649,1000.0
1667364892.4997978,1000.0
1667364892.5842726,1000.0
1667364892.5842726,1000.0
1667364892.5842726,1000.0
1667364892.6989706,1000.0
1667364892.8385932,1000.0
1667364892.8385932,1000.0
1667364892.8385932,1000.0
1667364892.9163961,1000.0
1667364892.9988449,1000.0
1667364892.9988449,1000.0
1667364892.9988449,1000.0
1667364893.1001701,1000.0
1667364893.216854,1000.0
1667364893.216854,1000.0
1667364893.216854,1000.0
1667364893.4342732,1000.0
1667364893.4342732,1000.0
1667364893.4342732,1000.0
1667364893.43627,1000.0
1667364893.5170755,1000.0
1667364893.5170755,1000.0
1667364893.5170755,1000.0
1667364893.7324777,1000.0
1667364893.7344732,1000.0
1667364893.7344732,1000.0
1667364893.7344732,1000.0
1667364893.832674,1000.0
1667364894.0271988,1000.0
1667364894.0271988,1000.0
1667364894.0271988,1000.0
1667364894.0360382,1000.0
1667364894.2318347,1000.0
1667364894.2318347,1000.0
1667364894.2318347,1000.0
1667364894.2348278,1000.0
1667364894.2348278,1000.0
1667364894.2348278,1000.0
1667364894.36584,1000.0
1667364894.5333984,1000.0
1667364894.5333984,1000.0
1667364894.5333984,1000.0
1667364894.5673084,1000.0
1667364894.6839886,1000.0
1667364894.6839886,1000.0
1667364894.6839886,1000.0
1667364894.8673563,1000.0
1667364894.8673563,1000.0
1667364894.8673563,1000.0
1667364894.9671168,1000.0
1667364895.0903747,1000.0
1667364895.0903747,1000.0
1667364895.0903747,1000.0
1667364895.1672647,1000.0
1667364895.1672647,1000.0
1667364895.1672647,1000.0
1667364895.2812557,1000.0
1667364895.3833463,1000.0
1667364895.3833463,1000.0
1667364895.3833463,1000.0
1667364895.5621655,1000.0
1667364895.6578948,1000.0
1667364895.6578948,1000.0
1667364895.6578948,1000.0
1667364895.7652884,1000.0
1667364895.8010898,1000.0
1667364895.8010898,1000.0
1667364895.8010898,1000.0
1667364895.984059,1000.0
1667364896.1956081,1000.0
1667364896.1956081,1000.0
1667364896.1956081,1000.0
1667364896.217054,1000.0
1667364896.379439,1000.0
1667364896.379439,1000.0
1667364896.379439,1000.0
1667364896.417065,1000.0
1667364896.5793943,1000.0
1667364896.5793943,1000.0
1667364896.5793943,1000.0
1667364896.6168249,1000.0
1667364896.8454323,1000.0
1667364896.8454323,1000.0
1667364896.8454323,1000.0
1667364896.9166508,1000.0
1667364897.016384,1000.0
1667364897.016384,1000.0
1667364897.016384,1000.0
1667364897.2117937,1000.0
1667364897.250389,1000.0
1667364897.250389,1000.0
1667364897.250389,1000.0
1667364897.3984199,1000.0
1667364897.4834445,1000.0
1667364897.4834445,1000.0
1667364897.4834445,1000.0
1667364897.5502627,1000.0
1667364897.6669524,1000.0
1667364897.6669524,1000.0
1667364897.6669524,1000.0
1667364898.0511222,1000.0
1667364898.1986334,1000.0
1667364898.1986334,1000.0
1667364898.1986334,1000.0
1667364898.2872143,1000.0
1667364898.5096672,1000.0
1667364898.5867386,1000.0
1667364898.5867386,1000.0
1667364898.5867386,1000.0
1667364898.732543,1000.0
1667364898.732543,1000.0
1667364898.732543,3.2634940147399902
1667364898.7855358,1.6145410537719727
1667364898.93184,1.5537960529327393
1667364898.93184,1.5537960529327393
1667364898.93184,1.5190229415893555
1667364899.050958,1.4939689636230469
1667364899.1181002,1.4747519493103027
1667364899.1181002,1.4747519493103027
1667364899.1181002,1.4567129611968994
1667364899.2659528,1.4389569759368896
1667364899.4460452,1.4139909744262695
1667364899.4460452,1.4139909744262695
1667364899.4460452,1.4122560024261475
1667364899.551606,1.4096620082855225
1667364899.618815,1.4055759906768799
1667364899.618815,1.4055759906768799
1667364899.618815,1.3978209495544434
1667364899.765774,1.3940839767456055
1667364899.9790301,1.3875030279159546
1667364900.0511022,1.3868069648742676
1667364900.0511022,1.3868069648742676
1667364900.0511022,1.385833978652954
1667364900.2460315,1.3802239894866943
1667364900.4765239,1.3809139728546143
1667364900.4765239,1.3809139728546143
1667364900.4765239,1.3820879459381104
1667364900.4765239,1.3809139728546143
1667364900.4765239,1.3820879459381104
